b_bookkey,b_authorkey,b_genre,title
4009,4009,"['Fiction', 'Historical Fiction', 'Audiobook', 'Romance', 'Contemporary', 'Adult', 'Music']",Daisy Jones & The Six
4010,4010,"['Fiction', 'Poetry', 'LGBT', 'Contemporary', 'Queer', 'Literary Fiction', 'Adult']",On Earth We're Briefly Gorgeous
4011,4011,"['Philosophy', 'Nonfiction', 'Classics', 'History', 'Self Help', 'Psychology', 'Personal Development']",Letters from a Stoic
4012,4012,"['Fiction', 'Classics', 'Africa', 'Literature', 'Novels', 'British Literature', 'Literary Fiction']",The Heart of the Matter
4013,4013,"['Fantasy', 'Dragons']","Dreamer (Chronicles of Marithe, #1)"
4014,4014,"['Romance', 'Contemporary', 'Young Adult', 'Teen', 'High School', 'Young Adult Romance', 'Fiction']",Faking Delinquency
4015,4015,"['Psychology', 'Nonfiction', 'Self Help', 'Communication', 'Business', 'Science', 'Personal Development']",The Definitive Book of Body Language
4016,4016,"['Science Fiction', 'Fiction', 'Young Adult', 'Contemporary', 'Audiobook', 'LGBT', 'Fantasy']","An Absolutely Remarkable Thing (The Carls, #1)"
4017,4017,"['Fiction', 'Novels', 'Scotland', 'Contemporary', 'Audiobook', 'Humor', 'Comedy']","A Decent Ride (Terry Lawson, #3)"
4018,4018,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']",An Anonymous Girl
4019,4019,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Audiobook', 'Adult', 'Fantasy']",Station Eleven
4020,4020,"['Parenting', 'Education', 'Nonfiction', 'Psychology', 'Teaching', 'Business', 'Management']","Punished by Rewards: The Trouble with Gold Stars, Incentive Plans, A's, Praise and Other Bribes"
4021,4021,"['Science Fiction', 'Fiction', 'Horror', 'Post Apocalyptic', 'Dystopia', 'Fantasy', 'Russia']","Metro 2033 (Metro, #1)"
4022,4022,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'British Literature', 'Detective']","Murder Must Advertise  (Lord Peter Wimsey, #8)"
4023,4023,"['Historical Fiction', 'Fiction']","Currents of War (The Rise of the Aztecs, #4)"
4024,4024,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Mythology', 'Classics', 'Hugo Awards']",Lord of Light
4025,4025,['Nonfiction'],The 7-Day Flat-Belly Tea Cleanse: The Revolutionary New Plan to Melt Up to 10 Pounds of Fat in Just One Week! by Kelly Choi | A 10-minute Summary
4026,4026,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'German Literature', '19th Century', 'Atheism']",The Anti-Christ
4027,4027,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Vampires', 'Paranormal Romance']","Magic Bites (Kate Daniels, #1)"
4028,4028,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult']",All the Missing Girls
4029,4029,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Novels']","Foundation and Earth (Foundation, #5)"
4030,4030,"['Fantasy', 'Fiction', 'High Fantasy', 'Novella', 'Short Stories', 'Epic Fantasy', 'Science Fiction Fantasy']","The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)"
4031,4031,"['Psychology', 'Nonfiction', 'Self Help', 'Communication', 'Business', 'Personal Development', 'Science']",What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People
4032,4032,"['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Suspense', 'Mystery', 'Fantasy']",The Taking
4033,4033,"['Economics', 'History', 'Nonfiction', 'Finance', 'Politics', 'Business', 'Money']",The Creature from Jekyll Island: A Second Look at the Federal Reserve
4034,4034,"['Fiction', 'Historical Fiction', 'Young Adult', 'Classics', 'Childrens', 'School', 'Adventure']","The Cay (The Cay, #1)"
4035,4035,"['Fiction', 'Novels', 'Indonesian Literature', 'Childrens', 'Young Adult', 'Education', 'Asia']","Laskar Pelangi (Tetralogi Laskar Pelangi, #1)"
4036,4036,"['Fiction', 'Classics', 'Art', 'Literature', 'Historical Fiction', 'Novels', 'British Literature']",The Moon and Sixpence
4037,4037,['Horror'],Asylum: A Hidden Tale - Sinister Tales
4038,4038,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']","Make Me (Jack Reacher, #20)"
4039,4039,"['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Religion', 'Inspirational']",Care of the Soul: A Guide for Cultivating Depth and Sacredness in Everyday Life
4040,4040,"['Self Help', 'Nonfiction', 'Personal Development', 'Business', 'Psychology', 'Sports', 'Leadership']",Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series)
4041,4041,"['Fiction', 'Contemporary', 'Literary Fiction', 'British Literature', 'Literature', 'Novels', 'Adult Fiction']",Saturday
4042,4042,"['Philosophy', 'Theology', 'Religion', 'Classics', 'History', 'Nonfiction', 'Christianity']",City of God
4043,4043,"['Science', 'Nonfiction', 'Evolution', 'Biology', 'History', 'Popular Science', 'Religion']",Why Evolution Is True
4044,4044,"['Fiction', 'Contemporary', '21st Century', 'Science Fiction Fantasy', 'Amazon', 'Novels']",My Name is Joe
4045,4045,"['Fiction', 'Dystopia', 'Science Fiction', 'Novels', 'American', 'Post Apocalyptic', 'Literature']",In the Country of Last Things
4046,4046,"['Fiction', 'Adventure', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']","Sahara (Dirk Pitt, #11)"
4047,4047,"['Fiction', 'LGBT', 'Contemporary', 'Audiobook', 'Adult', 'Book Club', 'Family']",This Is How It Always Is
4048,4048,"['Music', 'Nonfiction', 'Memoir', 'Biography', 'Romance', 'Biography Memoir', 'Autobiography']","Love Is a Mix Tape: Life and Loss, One Song at a Time"
4049,4049,"['Religion', 'Philosophy', 'Nonfiction', 'Islam', 'Atheism', 'Unfinished', 'Theology']",Ø­ÙˆØ§Ø± Ù…Ø¹ ØµØ¯ÙŠÙ‚ÙŠ Ø§Ù„Ù…Ù„Ø­Ø¯
4050,4050,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Science Fiction', 'Novels']",The Doomsday Conspiracy
4051,4051,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Fantasy', 'Kids']",A Pocket for Corduroy
4052,4052,['Horror'],Home: A Hidden Tale - Sinister Tales
4053,4053,"['Business', 'Nonfiction', 'Entrepreneurship', 'Management', 'Self Help', 'Productivity', 'Leadership']",Rework
4054,4054,"['Epic', 'Fiction', 'Novels', 'Drama']",Falsely Accused of the Unthinkable
4055,4055,"['Psychology', 'Nonfiction', 'Self Help', 'Personal Development', 'Productivity', 'Science', 'Business']",Willpower: Rediscovering the Greatest Human Strength
4056,4056,['Historical Fiction'],"The Emperor's Second Wife (The Rise of the Aztecs, #3)"
4057,4057,"['Science Fiction', 'Fiction', 'Fantasy', 'Hugo Awards', 'Science Fiction Fantasy', 'Classics', 'Speculative Fiction']","To Your Scattered Bodies Go (Riverworld, #1)"
4058,4058,"['Fiction', 'Classics', 'Philosophy', 'Christian', 'Religion', 'Fantasy', 'Christianity']",The Ball and the Cross
4059,4059,"['Science Fiction', 'Romance', 'Space Opera', 'Fiction', 'Aliens', 'Space', 'Adult']","Fortune's Pawn (Paradox, #1)"
4060,4060,"['Historical Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'Historical', 'World War II', 'Childrens']",The War That Saved My Life
4061,4061,"['Plays', 'Classics', 'Spanish Literature', 'Drama', 'Theatre', 'Fiction', 'School']",La casa de Bernarda Alba
4062,4062,"['Historical Fiction', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Audiobook', 'Adult']",The Clockmaker's Daughter
4063,4063,"['Contemporary', 'Fiction']",Lies a River Deep
4064,4064,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Ireland', 'Audiobook']","The Likeness (Dublin Murder Squad, #2)"
4065,4065,"['Self Help', 'Nonfiction', 'Psychology', 'Business', 'Communication', 'Personal Development', 'Audiobook']",How to Make People Like You in 90 Seconds or Less
4066,4066,"['Self Help', 'Business', 'Nonfiction', 'Communication', 'Psychology', 'Leadership', 'Personal Development']",How to Have Confidence and Power in Dealing with People
4067,4067,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Personal Development', 'Management', 'Leadership']",Six Thinking Hats
4068,4068,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Mental Health', 'LGBT', 'Biography Memoir']",Unbearable Lightness: A Story of Loss and Gain
4069,4069,"['Fiction', 'Magical Realism', 'Young Adult', 'Fantasy', 'New Adult', 'Adult', 'Novels']",The Improbable Wonders of Moojie Littleman
4070,4070,"['Horror', 'Thriller', 'Fiction', 'Mystery Thriller', 'Mystery', 'Audiobook', 'Suspense']",Baby Teeth
4071,4071,"['Fiction', 'Thriller', 'Mystery', 'New York', 'Classics', 'Novels', 'Crime']",Looking for Mr. Goodbar
4072,4072,"['Mythology', 'Classics', 'Fiction', 'Fantasy', 'Reference', 'Religion', 'Literature']",Bulfinch's Mythology
4073,4073,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Childrens', 'Adventure', 'Audiobook']","Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)"
4074,4074,"['Self Help', 'Psychology', 'Nonfiction', 'Personal Development', 'Spirituality', 'Philosophy', 'Audiobook']",Your Erroneous Zones
4075,4075,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Werewolves', 'Paranormal Romance']","Blood Bound (Mercy Thompson, #2)"
4076,4076,"['Young Adult', 'Science Fiction', 'Fiction', 'Fantasy', 'Middle Grade', 'Mystery', 'Childrens']","Things Not Seen (Things, #1)"
4077,4077,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult', 'Audiobook', 'Adult Fiction']",One Plus One
4078,4078,[],Mourning Grey: Part One: The Guardians Of The Temple Saga
4079,4079,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime']",The Sands of Time
4080,4080,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction', 'Space Opera']","Red Mars (Mars Trilogy, #1)"
4081,4081,"['Nonfiction', 'Sociology', 'History', 'Education', 'Race', 'Biography', 'Poverty']",There are No Children Here: The Story of Two Boys Growing Up in the Other America
4082,4082,"['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Nature', 'Romance', 'Historical']",The Keeper of the Bees
4083,4083,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Classics', 'Short Stories', 'Speculative Fiction']",Nightfall
4084,4084,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Mystery Thriller', 'Detective', 'Audiobook']",The Body in the Library
4085,4085,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Romance', 'Historical']","A Girl of the Limberlost (Limberlost, #2)"
4086,4086,"['Nonfiction', 'Animals', 'Vegan', 'Food', 'Activism', 'Environment', 'Vegetarian']",Farm Sanctuary: Changing Hearts and Minds About Animals and Food
4087,4087,"['Memoir', 'True Story', 'Nonfiction', 'New Adult', 'Inspirational', 'Biography', 'Humor']",Fed Up! A Relatable Memoir
4088,4088,"['Nonfiction', 'Race', 'Psychology', 'Social Justice', 'Anti Racist', 'Mental Health', 'Self Help']",My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts
4089,4089,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']","The Naturalist (The Naturalist, #1)"
4090,4090,"['Christian', 'Nonfiction', 'Christian Living', 'Religion', 'Spirituality', 'Christianity', 'Inspirational']",No Wonder They Call Him the Savior: Experiencing the Truth of the Cross
4091,4091,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']","A Kingdom of Dreams (Westmoreland, #1)"
4092,4092,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Graphic Novels Comics', 'Comic Strips', 'Comic Book']","Calvin & Hobbes Books, Tenth Anniversary Book"
4093,4093,"['Paranormal', 'Romance', 'Fantasy', 'Erotica', 'Paranormal Romance', 'Demons', 'Urban Fantasy']",How to Kill an Incubus (Incubus #1)
4094,4094,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']","Nine Elms (Kate Marshall, #1)"
4095,4095,"['Plays', 'Drama', 'Fiction', 'Historical Fiction', 'Classics', 'Theatre', 'Music']",Amadeus
4096,4096,"['Fiction', 'Fantasy', 'Scotland', 'Classics', 'Science Fiction', 'Literature', 'Novels']",Lanark
4097,4097,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']","The Bride (Lairds' FiancÃ©es, #1)"
4098,4098,"['Fiction', 'Coming Of Age', 'Contemporary', 'Literary Fiction', 'Young Adult', 'British Literature', 'Novels']",Black Swan Green
4099,4099,"['Fantasy', 'Horror', 'Fiction', 'Urban Fantasy', 'Paranormal', 'Science Fiction Fantasy', 'Dark Fantasy']",Faerie Tale
4100,4100,"['Classics', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Middle Grade', 'Adventure']","The 101 Dalmatians (The Hundred and One Dalmatians, #1)"
4101,4101,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']","The Vile Village (A Series of Unfortunate Events, #7)"
4102,4102,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective']","The Mephisto Club (Rizzoli & Isles, #6)"
4103,4103,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Adult']","Ancillary Justice (Imperial Radch, #1)"
4104,4104,"['Fantasy', 'Mystery', 'Middle Grade', 'Childrens', 'Fiction', 'Fairy Tales', 'Young Adult']","The Fairy-Tale Detectives (The Sisters Grimm, #1)"
4105,4105,"['Romance', 'Fiction', 'Indian Literature', 'Love', 'Love Story', 'Romantic', 'Novels']",I Too Had a Love Story
4106,4106,"['Fiction', 'Classics', 'Southern Gothic', 'Novels', 'Literature', 'Southern', 'American']",Wise Blood
4107,4107,"['Fiction', 'Thriller', 'War', 'Historical Fiction', 'Adventure', 'Action', 'World War II']",Where Eagles Dare
4108,4108,"['Christian Fiction', 'Historical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical', 'Historical Romance']","A Voice in the Wind (Mark of the Lion, #1)"
4109,4109,"['Romance', 'Contemporary', 'New Adult', 'Contemporary Romance', 'Fiction', 'Adult', 'Disability']",Archer's Voice
4110,4110,"['Poetry', 'Nonfiction', 'Spirituality', 'Self Help', 'Philosophy', 'Art']","Art of 4 Elements (AoL Mindfulness, #2)"
4111,4111,"['Fiction', 'Historical Fiction', 'War', 'China', 'Historical', 'Classics', 'World War II']",Empire of the Sun
4112,4112,"['Childrens', 'Fiction', 'Fantasy', 'Classics', 'Middle Grade', 'Animals', 'Young Adult']",Fantastic Mr. Fox
4113,4113,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']","The Empty Chair (Lincoln Rhyme, #3)"
4114,4114,"['Fantasy', 'Romance', 'College', 'BDSM', 'M M Romance', 'Dark Fantasy']",Lesson II (Lessons #2)
4115,4115,"['Biography', 'Nonfiction', 'Memoir', 'Westerns', 'Travel', 'Education', 'Autobiography']",Education of a Wandering Man: A Memoir
4116,4116,"['Fiction', 'Indian Literature', 'India', 'Romance', 'Contemporary', 'Novels', 'Young Adult']",Five Point Someone: What Not to Do at IIT
4117,4117,"['Nonfiction', 'History', 'Memoir', 'China', 'Biography', 'Historical', 'School']",Red Scarf Girl
4118,4118,"['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'Mystery', 'War', 'Espionage']",Enigma
4119,4119,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', 'Literature']",Titus Andronicus
4120,4120,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Adult', 'Mystery', 'Audiobook']",Gerald's Game
4121,4121,"['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Coming Of Age']",The Human Comedy
4122,4122,"['Young Adult', 'New Adult', 'Romance', 'Contemporary Romance']",The Bad Girl and the Good Boy
4123,4123,"['Paranormal', 'Contemporary', 'Young Adult', 'Adult', 'Horror', 'Fiction', 'Supernatural']",Devil's Bait
4124,4124,"['Mystery', 'Crime', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook']","Close to Home (DI Adam Fawley, #1)"
4125,4125,"['Fantasy', 'Fiction', 'Steampunk', 'Mystery', 'Young Adult', 'Books About Books', 'Magic']","The Invisible Library (The Invisible Library, #1)"
4126,4126,"['Young Adult', 'New Adult', 'Fiction', 'Childrens', 'Adult', 'Novels', 'Adventure']","Virgil the Hound: Against All Odds, One Hound Breaks Away From the Pack"
4127,4127,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'High Fantasy']","Shadow and Bone (The Shadow and Bone Trilogy, #1)"
4128,4128,[],Book of Leo: Prequel to Mystical Trash
4129,4129,"['Contemporary', 'Drama', 'Novels', 'Fiction']",Jeremy and the Witchesâ€™ Medallion: The Witch Hunt
4130,4130,"['Nonfiction', 'Self Help', 'Psychology', 'Philosophy', 'Audiobook', 'Personal Development', 'Humor']",Everything is F*cked: A Book About Hope
4131,4131,"['Fiction', 'Contemporary', 'Audiobook', 'Mystery', 'Adult', 'Adult Fiction', 'Drama']",Testimony
4132,4132,"['Fiction', 'Short Stories', 'Poetry', 'Classics', 'American', 'Literature', 'The United States Of America']",Tales of Ordinary Madness
4133,4133,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Adventure']","The Kill Order (The Maze Runner, #0.4)"
4134,4134,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Sociology', 'Economics', 'Political Science']",Hegemony or Survival: America's Quest for Global Dominance
4135,4135,"['Religion', 'Spirituality', 'Nonfiction', 'Philosophy', 'New Age', 'Metaphysics', 'Reference']",The Urantia Book
4136,4136,"['Nonfiction', 'Feminism', 'Self Help', 'Sexuality', 'Science', 'Psychology', 'Health']",Come as You Are: The Surprising New Science that Will Transform Your Sex Life
4137,4137,['Romance'],The Wedding: One Night with the Prince: A Bonus Chapter
4138,4138,"['Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Business', 'Personal Development', 'Science']",The Art of Thinking Clearly
4139,4139,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Mythology', 'Audiobook', 'Young Adult Fantasy']",The Scorpio Races
4140,4140,"['Romance', 'New Adult', 'College', 'Contemporary Romance', 'Sports', 'Contemporary', 'Erotica']","Tell Me You Want Me (College Romance, #1)"
4141,4141,"['Fiction', 'Romance', 'Contemporary', 'British Literature', 'Historical Fiction', 'Adult Fiction', 'Book Club']",Major Pettigrew's Last Stand
4142,4142,"['Spirituality', 'Nonfiction', 'Self Help', 'Philosophy', 'Psychology', 'Personal Development', 'Inspirational']",The Seat of the Soul
4143,4143,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Marriage', 'Audiobook']",Dept. of Speculation
4144,4144,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook']","Fallen (Will Trent, #5)"
4145,4145,"['Nonfiction', 'Adventure', 'Mountaineering', 'Biography', 'Travel', 'Memoir', 'Survival']",Touching the Void: The True Story of One Man's Miraculous Survival
