a_authorkey,a_authorname
6157,PÃ¤r Lagerkvist
6158,FranÃ§oise Sagan
6159,Oriana Fallaci
6160,Robyn Schneider
6161,Pierre Boulle
6162,Tom Winton
6163,David Clement-Davies
6164,Murray Williams
6165,D.B. Tarpley
6166,Smiran Bhandari
6167,Ben Carson MD
6168,Vivian Vande Velde
6169,Laurie Halse Anderson
6170,Rain Murphy
6171,Jyoti Arora
6172,Giulio Einaudi
6173,Robert Patrick Lewis
6174,Bill C.  Castengera
6175,John O'Riley
6176,Ruskin Bond
6177,John le CarrÃ©
6178,Pankaj Varma
6179,Erich Fromm
6180,Carey Corp
6181,Robert Thier
6182,Paul W. West
6183,Pat Schmatz
6184,Brooksie D. Thompson
6185,M. Robinson
6186,Lev Emmanuilovich Razgon
6187,P.A. Bitez
6188,Wilbur Smith
6189,Rush Limbaugh
6190,Benedict Stuart
6191,Michael Mathiesen
6192,Arthur Archambeau
6193,Tom Clancy
6194,Mimi Novic
6195,Naketa Ren Thigpen
6196,Bibhutibhushan Bandyopadhyay
6197,P.D. James
6198,Jostein Gaarder
6199,James Clavell
6200,Tina  Brown
6201,Verne Harnish
6202,Lucinda Berry
6203,Stephen Christian
6204,Leo Tolstoy
6205,Jon J. Muth
6206,Jim Beaver
6207,Arthur Schopenhauer
6208,Marta Hillers
6209,Antal Szerb
6210,Chetan Bhagat
6211,Lillian  Grant
6212,Shalini Boland
6213,Joel Bakan
6214,Miles Gentry
6215,Josh Kilmer-Purcell
6216,Michael J. Sandel
6217,David Bayles
6218,Kathryn Erskine
6219,Ruth Watson-Morris
6220,William Shakespeare
6221,Maria Teresa Maia Gonzalez
6222,John     Fitzgerald
6223,Andrew S. Grove
6224,J.B. Chicoine
6225,Patrick O'Scheen
6226,Shay Lynam
6227,Daniel Willey
6228,Daniel Willey
6229,Daniel Willey
6230,Paul Cude
6231,Jorge Luis Borges
6232,Cristiane Serruya
6233,Avery Aster
6234,Aditi Mathur Kumar
6235,Sarah  Robinson
6236,Joyce Swann
6237,K.C. Harry
6238,Taite Adams
6239,Ron Paul
6240,David       Anderson
6241,O.L. Ramos
6242,Erich Segal
6243,Maria Montessori
6244,Karen Kingsbury
6245,Saheeh International
6246,Siobhan Searle
6247,James R. Hannibal
6248,Charlotte Hains
6249,Alice Oseman
6250,A.J. Questerly
6251,Brynn Stein
6252,Mario Benedetti
6253,Manu Joseph
6254,Benito Taibo
6255,Jaye L. Knight
6256,Bertrand Russell
6257,Gordon B. Hinckley
6258,Janet E. Morris
6259,Karin Slaughter
6260,Meagan Brothers
6261,Aporva Kala
6262,Brom
6263,Daniel A. Edwards
6264,D.M. Wolfenden
6265,Svetlana Alexievich
6266,Ta-Nehisi Coates
6267,bell hooks
6268,Elizabeth Goddard
6269,Mark D.  Campbell
6270,Mark D.  Campbell
6271,Quinta
6272,Michael   Newton
6273,Lisa M. Orban
6274,Stefan Zweig
6275,Suzanne Collins
6276,Anna  Wang
6277,Ron  Parsons
6278,Gleb Tsipursky
6279,Miruna DrÄƒghici
6280,Ø§Ø¨Ù† ÙƒØ«ÙŠØ±
6281,Diane Henson
6282,Rick Riordan
6283,Naguib Mahfouz
6284,Attila  Pergel
6285,Tamuna Tsertsvadze
6286,Richard Brinsley Sheridan
6287,John Doerr
6288,Charles J. Shields
6289,Charlie Donlea
6290,Lucinda Berry
6291,Mike Mason
6292,Sheila L. Jackson
6293,Suzanne Fisher Staples
6294,Rachel Field
6295,Sidney Sheldon
6296,Liz Rosenberg
6297,William Cope Moyers
6298,Alicia Appleman-Jurman
6299,Mark Twain
6300,Amber Argyle
6301,T.D. McMichael
6302,Shane Claiborne
6303,GÃ¼nter Grass
6304,Rachel Hawkins
6305,Orson Scott Card
6306,Steven Pinker
6307,VÄlmÄ«ki
6308,Anand Neelakantan
6309,Gil Vicente
6310,Ahlam Mosteghanemi
6311,Baltasar GraciÃ¡n
6312,Kerstin Gier
6313,Robertson Davies
6314,Dexter Filkins
6315,Alice Hoffman
6316,Victor Hugo
6317,Takuan Soho
6318,Travis Luedke
6319,Lizelle DuPlessis
6320,Julianne Donaldson
6321,Jacquelyn Mitchard
6322,Benyamin
6323,Esther Earl
6324,Theresa Caputo
6325,Daniel S. Fletcher
6326,Roberta Kagan
6327,Dhananjay Singh
6328,Keely Brooke Keith
6329,Richard Wolkomir
6330,Janet E. Morris
6331,Carlos RamÃ³n Advincola Jr.
6332,Amish Tripathi
6333,Kim Iverson Headlee
6334,Ramg Vallath
6335,Clive Barker
6336,Sanjeev Sanyal
6337,Shana James
6338,Lisa Terry
6339,Lydia West
6340,Matthew Fortunato
6341,Danielle Esplin
6342,T.M. Holladay
6343,Aldous Huxley
6344,Mordicai Gerstein
6345,Amy Harmon
6346,Jorge Luis Borges
6347,S.L. Bhyrappa
6348,Kristin Hannah
6349,Joe Hill
6350,Richard Wagamese
6351,Da Chen
6352,Amy Lou Jenkins
6353,Bozorg Alavi
6354,Hafez
6355,Jasmine Farrell
6356,Will Durant
6357,Michel Guyon
6358,Maddie Dawson
6359,Rachel Hartman
6360,L.E.  Parker
6361,L.E.  Parker
6362,L.E.  Parker
6363,L.E.  Parker
6364,Vivian Barz
6365,Shonda Rhimes
6366,Max Brooks
6367,Joe Hill
6368,Charlotte Anne Hamilton
6369,A.J. Locke
6370,Hayao Miyazaki
6371,Hafsah Faizal
6372,Taylor Jenkins Reid
6373,Prem Rawat
6374,Holly Black
6375,Neal Stephenson
6376,Giulietta Esthel
6377,Terry Ryan
6378,Melissa Gilbert
6379,J.D. Robb
6380,R.F. Kuang
6381,Ken Follett
6382,Richard J. Maybury
6383,Kathy-Diane Leveille
6384,Ann Rule
6385,William Safire
6386,Michio Kaku
6387,Terrie McClay
6388,Judith Leger
6389,Zsuzsa BÃ¡nk
6390,Andrea Dworkin
6391,T.D. McMichael
6392,Samuel Beckett
6393,James M. Cain
6394,Philippa Pearce
6395,Lissa Price
6396,Marcelle Bartolo-Abela
6397,Douglas Coupland
6398,E.L. James
6399,Roy Huff
6400,John     Fitzgerald
6401,Julie Bailes
6402,Mahmoud Dowlatabadi
6403,Scott Eder
6404,Patricia Cornwell
6405,John Vaillant
6406,Ellen Hopkins
6407,L.P. Hartley
6408,Francis Otieno
6409,Jami Brumfield
6410,Melinda De Ross
6411,William Shakespeare
6412,Kannadasan
6413,Biz Stone
6414,Lars Saabye Christensen
6415,Lilian Jade
6416,Diane Redfield Massie
6417,Owen H. Lewis
6418,Garth Stein
6419,Robin S. Sharma
6420,Deborah Harkness
6421,Ken Follett
6422,Karen  Clark
6423,James Patterson
6424,Richard Dawkins
6425,A.G. Liam
6426,Kathleen Baldwin
6427,Sarah Andersen
6428,A.E. Nasr
6429,Ransom Riggs
6430,Erich Segal
6431,Sharlyn G. Branson
6432,Sharlyn G. Branson
6433,Sharlyn G. Branson
6434,Sharlyn G. Branson
6435,Success Tax Professionals
6436,Yvonne Parks
6437,Thomas King
6438,Ron Millicent
6439,CrashLaneNews.com
6440,Julie-Anne Gamble
6441,Matt Haig
6442,Ø§Ø­Ù…Ø¯ Ø´Ø§Ù…Ù„Ùˆ
6443,Andrew Katz
6444,Bill Morgenstein
6445,Tom Lutz
6446,Alexandra Bracken
6447,Miruna DrÄƒghici
6448,Muhammad M. Khan
6449,Janet Evanovich
6450,Angeline Gallant
6451,Michael Chabon
6452,Lisa Lutz
6453,Diane L. Kowalyshyn
6454,Carol Ryrie Brink
6455,Arthur C. Clarke
6456,Stephanie  Land
6457,Freida McFadden
6458,Mallory M. O'Connor
6459,Suzanne Fisher Staples
6460,Terry Brooks
6461,Barry Glassner
6462,Marge Piercy
6463,Elizabeth Flock
6464,Palden Gyatso
6465,Charles  Williams
6466,Neal Shusterman
6467,Randy Alcorn
6468,J. Krishnamurti
6469,Patricia Briggs
6470,Karen Marie Moning
6471,Pema ChÃ¶drÃ¶n
6472,Joseph BÃ©dier
6473,Josh Sundquist
6474,P.G. Wodehouse
6475,William A. Nolen
6476,Mary Renault
6477,Kahlil Gibran
6478,Sam Walton
6479,Kathryn Morgan Parry
6480,Maria Johnsen
6481,Maria Johnsen
6482,B.R. Ambedkar
6483,Charles  Mahoney
6484,Harry Leslie Smith
6485,Jonas     Lee
6486,Tui T. Sutherland
6487,Tamora Pierce
6488,Roald Dahl
6489,Joe Praveen Sequeira
6490,Scott Hildreth
6491,L.J. Martin
6492,Stan Findus
6493,Germany Kent
6494,S.J. Hermann
6495,Eliott Behar
6496,Kira Adams
6497,Jay Kristoff
6498,Albert Cohen
6499,James Clavell
6500,Sheridan Cooper
6501,Sean Patrick
6502,S. O'Sade
6503,Kate Douglas Wiggin
6504,Kyla Stone
6505,Lucian Bane
6506,Gil Courtemanche
6507,Elizabeth Peters
6508,Jay Baron Nicorvo
6509,Mark D.  Campbell
6510,Phil Philips
6511,Robert Schwartz
6512,Misty Mount
6513,C.S.  Johnson
6514,Heather  Renee
6515,Doris Lessing
6516,Julie-Anne Gamble
6517,Anthony Doerr
6518,A.J. Finn
6519,Cece Whittaker
6520,Mimi Novic
6521,David Baldacci
6522,R.J. Palacio
6523,Pierre Rehov
6524,Ken Follett
6525,Colleen Hoover
6526,Reniel Anca
6527,Harriet Lerner
6528,Marsha Norman
6529,David Packard
6530,Brendon Burchard
6531,Elly Griffiths
6532,Fran Dorf
6533,Ludwig von Mises
6534,Neale Donald Walsch
6535,Clay Shirky
6536,Amber Green
6537,Elizabeth Lowell
6538,Ernesto SÃ¡bato
6539,Agatha Christie
6540,Hlovate
6541,J.R. Ward
6542,David  Niven
6543,Roger Crowley
6544,Marcelle Bartolo-Abela
6545,Wilhelm Reich
6546,Sharon Creech
6547,Jenna Galicki
6548,H.P. Lovecraft
6549,Andrei Platonov
6550,Clive Barker
6551,Francis Otieno
6552,Margaret Weis
6553,V.C. Andrews
6554,Tamora Pierce
6555,Rick DeStefanis
6556,Natalie Vellacott
6557,Toby Stone
6558,Arie Farnam
6559,Michael Arthur Bucko
6560,Frank van der Kok
6561,Jordi Sierra i Fabra
6562,Dale S. Ailes
6563,Ø£Ø­Ù…Ø¯ Ø£Ø¨Ùˆ Ù‡ÙŠØ¨Ø©
6564,Anne Elisabeth Stengl
6565,Sarah J. Schmitt
6566,Anonymous
6567,Sherrell Moore-Tucker
6568,Kathleen Baldwin
6569,Kathleen Baldwin
6570,Riel Nason
6571,Shin Kyung-sook
6572,Ali Abbass
6573,Margaret  Kelleher
6574,"Maxine Patterson, James; Paetro"
6575,Jojo Moyes
6576,Amie Kaufman
6577,Colleen Hoover
6578,Adam Kay
6579,Lisa Gardner
6580,Imam Abul-Husain Muslim
6581,Shawna  James
6582,Ian Rankin
6583,Tamora Pierce
6584,Mark Sanborn
6585,Eric Idle
6586,Patricia MacLachlan
6587,Keith Ferrazzi
6588,P.D. James
6589,Peter Hollings
6590,MarÃ­a Mendoza
6591,Ahlam Mosteghanemi
6592,Pat Conroy
6593,Julie Garwood
6594,Robert Jordan
6595,Ian McEwan
6596,Nawal El Saadawi
6597,Horace McCoy
6598,Lisa Kleypas
6599,Jennifer L. Armentrout
6600,Scott S. Haraburda
6601,Sarah Dessen
6602,William  Gibson
6603,Jim Butcher
6604,Chelsea Handler
6605,Antonia Fraser
6606,Trenton Lee Stewart
6607,Mika Waltari
6608,Cornelia Funke
6609,Francis Otieno
6610,James Chalk
6611,H.W. Janson
6612,Jami Brumfield
6613,John Fante
6614,Phillip Tomasso III
6615,Toula Mavridou-Messer
6616,Cath Staincliffe
6617,Jenny Hammerle
6618,Cristin Harber
6619,Chisto Healy
6620,Raymond Carver
6621,Cole Sisco
6622,T.L. Swan
6623,Anthony Horowitz
6624,Janet  Edwards
6625,Gianni Perticaroli
6626,Rob Buyea
6627,Karl Marx
6628,Felix O. Hartmann
6629,Jeannette Walls
6630,M. Benjamin Woodall
6631,Abhinav Kushwaha
6632,Natomi Karkael
6633,C.S.  Johnson
6634,Martin Luther
6635,Harry Mulisch
6636,Heather  Renee
6637,Brittany Cavallaro
6638,Julie-Anne Gamble
6639,Ann Leckie
6640,Elly Griffiths
6641,Andrew R.  Williams
6642,Suzanne Collins
6643,David Baldacci
6644,Tony Hillerman
6645,Marisa  Urgo
6646,Marie Montine
6647,Mason Currey
6648,Walter Mischel
6649,Jerry  Colonna
6650,Jeffrey K. Liker
6651,James Patterson
6652,Douglas A. Blackmon
6653,Melvyn Bragg
6654,Terry Brooks
6655,Julian F. Thompson
6656,Tracy Chevalier
6657,Amber Green
6658,Watchman Nee
6659,G.K. Chesterton
6660,Dan Senor
6661,ÙŠØ§Ø³Ø± Ø­Ø§Ø±Ø¨
6662,Melina Marchetta
6663,Anton Chekhov
6664,Esphyr Slobodkina
6665,Oliver Sacks
6666,Ralph Helfer
6667,Hlovate
6668,Iain Parke
6669,Saratchandra Chattopadhyay
6670,Deborah Curtis
6671,Aimee Carter
6672,Robin Hobb
6673,Peter M. Senge
6674,Irshad Manji
6675,Richard K. Morgan
6676,R.S. Belcher
6677,Timothy F. Bouvine
6678,Dennis M. (Pap) Dupuis
6679,Dan Waldschmidt
6680,Manuel Kraus
6681,Irum Zahra
6682,Dan Simmons
6683,Michael Kroft
6684,JoAnn Rackear Goldrich
6685,Marilynne Robinson
6686,Cassandra Clare
6687,Susana Franco
6688,Kathleen Baldwin
6689,Elora Mitchell
6690,Samuel Beckett
6691,David Ebershoff
6692,Huey P. Newton
6693,Hezi Medina
6694,Jane B.
6695,Mike Scantlebury
6696,Bruce H. Lipton
6697,Jonathan Weiner
6698,C.S.  Johnson
6699,Steve Toltz
6700,Tamuna Tsertsvadze
6701,Ann Aguirre
6702,Muhammad al-Tirmidhi
6703,Charlaine Harris
6704,Michael Gruber
6705,Ramit Sethi
6706,Rebecca West
6707,Janet Evanovich
6708,Bailey Cates
6709,Billy Graham
6710,Max Lucado
6711,Khushwant Singh
6712,Sarah Dessen
6713,Stephen E. Robinson
6714,VÃ¤inÃ¶ Linna
6715,Charles Frazier
6716,Dharamvir Bharati
6717,Jeff W. Horton
6718,A.M. Homes
6719,David Wiesner
6720,W. Chan Kim
6721,Nicky Cruz
6722,Sudha Murty
6723,Ginny Rorby
6724,Ray Bradbury
6725,Cormac McCarthy
6726,Shilpi Somaya Gowda
6727,Laura  McBride
6728,Bertrand Russell
6729,Bruce Bueno de Mesquita
6730,Leonard Belmont
6731,Shannon Messenger
6732,VergÃ­lio Ferreira
6733,Sebastian Faulks
6734,Megan Shepherd
6735,J.S. Eades
6736,Thomas Sweeney
6737,Polly Becks
6738,Tony Yarbro
6739,Shanaya Taneja
6740,Jesse Andrews
6741,Ben Elton
6742,Arthur C. Clarke
6743,Georgia Cates
6744,V.C. Andrews
6745,Colleen Hoover
6746,Amit Ray
6747,Frank Herbert
6748,Khushwant Singh
6749,Brian Platzer
6750,Jenn Sadai
6751,Julie Berry
6752,C.G. Jung
6753,Hertz Nazaire
6754,Elizabeth Smart
6755,Diamond Burks
6756,Susan Trott
6757,Jang Jin-sung
6758,Leigh Podgorski
6759,Raquel Fletcher
6760,YOON  NICOLA
6761,Heather  Renee
6762,Dan Brown
6763,Cece Whittaker
6764,Lisa McMann
6765,David Mitchell
6766,A.G. Riddle
6767,Olivia Hawker
6768,Annejet van der Zijl
6769,Anthony Doerr
6770,Richard Powers
6771,Emma Donoghue
6772,Bernardine Evaristo
6773,Richard Price
6774,Beverly Cleary
6775,Robert B. Cialdini
6776,Martha R Bireda
6777,L. Eveland
6778,Eric Jerome Dickey
6779,Jillian Cantor
6780,Louise Erdrich
6781,Barbara Wood
6782,Ruby Side Thompson
6783,Ursula K. Le Guin
6784,Alice Munro
6785,Orhan Pamuk
6786,Frank E. Peretti
6787,Jon McGregor
6788,Alexandre Herculano
6789,Annie Dillard
6790,Nicholas Sparks
6791,John Katzenbach
6792,Ralph Waldo Emerson
6793,Leon Uris
6794,Renee Lee Fisher
6795,Sayed Qutb
6796,Neale Donald Walsch
6797,Jerry Spinelli
6798,Pearl S. Buck
6799,Brian K. Vaughan
6800,Joel Hunter Gun
6801,Jamie  Mason
6802,Bertolt Brecht
6803,M.T. Anderson
6804,Michael R. Mundy
6805,Robin Hobb
6806,Jennifer L. Armentrout
6807,Jaye L. Knight
6808,Jaye L. Knight
6809,Daniel Keyes
6810,Michael J. Lovaglia
6811,Suzanne Wright
6812,Sarai Henderson
6813,E.N. Nasimi
6814,Robert Jordan
6815,Colleen Thatcher
6816,Brent Weeks
6817,Lisa Mathisen
6818,Mindy McGinnis
6819,Beanie Sigel
6820,Tessa Clare
6821,Marilynne Robinson
6822,G.M.T. Schuilling
6823,Stef Kramer
6824,Elena Favilli
6825,Lee Child
6826,J.J. Sorel
6827,Joe Hilley
6828,Ø£Ø¨Ùˆ Ø¯Ø§ÙˆØ¯ Ø§Ù„Ø³Ø¬Ø³ØªØ§Ù†ÙŠ
6829,Louis Bayard
6830,Agatha Christie
6831,Barry Kirwan
6832,Jon Kabat-Zinn
6833,Julia Donaldson
6834,Jonah Berger
6835,Scott Jurek
6836,Julie Mannino
6837,E. Nesbit
6838,Philip Caputo
6839,Joshua Harris
6840,Adelle Laudan
6841,Flann O'Brien
6842,L. Ron Hubbard
6843,Sandra       Brown
6844,Gary Paulsen
6845,Kaira Rouda
6846,H.W. Brands
6847,Terry Goodkind
6848,Francis Chan
6849,Donna Russo Morin
6850,Ernesto SÃ¡bato
6851,Paul Rusesabagina
6852,Julia Quinn
6853,Apostolate of the Divine Heart
6854,J.C. Eggleton
6855,Flann O'Brien
6856,Agatha Christie
6857,Jean-Paul Sartre
6858,Christopher Paolini
6859,Peter Matthiessen
6860,Kemka Ezinwo
6861,AmÃ©lie Nothomb
6862,Lisa McMann
6863,J.M. Northup
6864,Alejandra DÃ­az Mattoni
6865,Sasha Marshall
6866,Buster Wellman
6867,O.L. Ramos
6868,E.A. Stripling
6869,T.K. Thorne
6870,Ginny Rorby
6871,George W. Bush
6872,Victoria Aveyard
6873,Leslie Wolfe
6874,S.   Ferguson
6875,Lisa Gardner
6876,Daniel Davidsohn
6877,S.T. Phillips
6878,Steven D. Orr
6879,Helen C. Escott
6880,Syquan Perrett
6881,Ron Millicent
6882,Anthony Doerr
6883,Alexander Helas
6884,Firoozeh Dumas
6885,Roberto F. Canducci
6886,Tom Clancy
6887,Scott Pratt
6888,Maggie Stiefvater
6889,Andrew Shaffer
6890,Kiki Denis
6891,Jo NesbÃ¸
6892,Alyssa Cole
6893,Carlos Ruiz ZafÃ³n
6894,Marie Montine
6895,Helen Grigsby Doss
6896,Michael E. Porter
6897,Phil Knight
6898,Meg Gardiner
6899,Dave Ramsey
6900,Greg McKeown
6901,M.R. Noble
6902,Ernest Becker
6903,Ø¹Ø§Ø¦Ø¶ Ø§Ù„Ù‚Ø±Ù†ÙŠ
6904,Laura Pedersen
6905,"Diedra ""DD"" Holley"
6906,Belva Plain
6907,Elisabeth Elliot
6908,Alan W. Watts
6909,Brian L. Weiss
6910,Carl Hiaasen
6911,Norman Maclean
6912,Brendan Behan
6913,Marian Leighton
6914,Anne Michaels
6915,Warren St. John
6916,Gary D. Henry
6917,Christopher Booker
6918,ZÃ¼lfÃ¼ Livaneli
6919,Malvina G. Vogel
6920,Sherri Hayes
6921,A.G. Betts
6922,Denise Harvey
6923,Kim Iverson Headlee
6924,serenity finlay
6925,Simon Wiesenthal
6926,Ann Brashares
6927,Pierre Berton
6928,Anna Gallegos
6929,Ama Ata Aidoo
6930,James Stoddard
6931,Richard Atwater
6932,Alejo Carpentier
6933,Jeff Minerd
6934,David    Carter
6935,Leigh Bardugo
6936,Marissa Meyer
6937,William Peter Blatty
6938,Julie-Anne Gamble
6939,Nora Roberts
6940,Luna Miller
6941,Catherine Steadman
6942,George Saunders
6943,Rachel Caine
6944,Joy F Hilley
6945,Richard Sprout
6946,Ø£Ø­Ù…Ø¯ Ø¨Ù† Ø´Ø¹ÙŠØ¨ Ø§Ù„Ù†Ø³Ø§Ø¦ÙŠ
6947,Tamuna Tsertsvadze
6948,Maria V. Snyder
6949,Pierce Brown
6950,Barb Rosenstock
6951,Paul Scott
6952,Ludwig Wittgenstein
6953,Ron Felt
6954,Huston Smith
6955,Mary Jo Putney
6956,John Perkins
6957,Michael J. Behe
6958,Tony Reinke
6959,Nancy Willard
6960,Anthony Burgess
6961,Khelsey Jackson
6962,George MacDonald Fraser
6963,Tarryn Fisher
6964,Ted Dekker
6965,Ambrose Vendetto Bruno
6966,Leonard Kim
6967,Sabahattin Ali
6968,Jody   Brown
6969,Cornelis Klein
6970,A.I. Alexen
6971,Ä°hsan Oktay Anar
6972,Elizabeth von Arnim
6973,Josh Axe
6974,Margaret Laurence
6975,Howard Kaplan
6976,Hannah Hart
6977,Ã‰ric-Emmanuel Schmitt
6978,Kimberly Davis
6979,Jason Reynolds
6980,Carrie Fisher
6981,Daphne du Maurier
6982,Marco Carestia
6983,C.J. Box
6984,Per Anders FogelstrÃ¶m
6985,Mary Ramsey
6986,Arthur Archambeau
6987,Lindsay Eagar
6988,John Grisham
6989,Thomas Pynchon
6990,Friedrich Engels
6991,Robin Hobb
6992,Andrea Camilleri
6993,David Enrich
6994,John Fire Lame Deer
6995,William Manchester
6996,William Maxwell
6997,Saul Bellow
6998,Bertolt Brecht
6999,James C. Collins
7000,Frederick Forsyth
7001,Milan Kundera
7002,Jerzy KosiÅ„ski
7003,Kelley Armstrong
7004,Joseph Campbell
7005,Anne McCaffrey
7006,Peter H. Diamandis
7007,Ruby Side Thompson
7008,JosÃ© Saramago
7009,Bill Willingham
7010,Jayn
7011,Poile Sengupta
7012,Karl Marx
7013,Meriel Brooke
7014,Patricia Reilly Giff
7015,Guillaume Musso
7016,Rachel Joyce
7017,Joseph Conrad
7018,Anna Gallegos
7019,Violet Samuels
7020,Sophie Kinsella
7021,Sara Pappas
7022,Stephanie Rowe
7023,J.R.R. Thorald
7024,Jim Butcher
7025,David Mitchell
7026,Julie-Anne Gamble
7027,Julie-Anne Gamble
7028,Richard P. Rumelt
7029,Andrew Tobias
7030,B.A. Paris
7031,Ø§Ø¨Ù† Ù…Ø§Ø¬Ù‡
7032,Robert A. Heinlein
7033,Misba
7034,Louise Penny
7035,Lynessa Layne
7036,Raymond E. Feist
7037,Mark Twain
7038,Sharon Salzberg
7039,Stacy Juba
7040,Philip Reeve
7041,Conn Iggulden
7042,Jean Toomer
7043,James Herriot
7044,Robert Merle
7045,Gretchen Olson
7046,Sheri S. Tepper
7047,Rob Bell
7048,Irving Stone
7049,Ted Dekker
7050,Allan Gurganus
7051,Jacqueline Wilson
7052,R.D. Laing
7053,Anonymous
7054,David Benatar
7055,Claire Tomalin
7056,Lucian Bane
7057,Rabindranath Tagore
7058,Taylor Rhodes
7059,Elizabeth Lesser
7060,Rajeshwari Chauhan
7061,Jillian Dodd
7062,Maya Van Wagenen
7063,Juls Amor
7064,Stephen          Moore
7065,James Herbert
7066,KakuzÅ Okakura
7067,M.J. Thompson
7068,Amy Lou Jenkins
7069,Chinua Achebe
7070,Pat Barker
7071,Med-Ali Mekki
7072,Lucian Bane
7073,Ringo Gene Hayden
7074,Ron Millicent
7075,Marcus Buckingham
7076,Frederik Pohl
7077,Michael Blythe
7078,John Grisham
7079,Robert Jordan
7080,Kristin Hannah
7081,Daniel Silva
7082,Karin Slaughter
7083,Dave Barry
7084,Philip C. Stead
7085,Ada Palmer
7086,Becky  Chambers
7087,James S.A. Corey
7088,George Berkowski
7089,Robert B. Miller
7090,Toni Weschler
7091,Stephen Fry
7092,Mark L. Shurtleff
7093,Paul Scott
7094,Christopher C. Payne
7095,John  Toland
7096,Carsten Jensen
7097,Tom Brown Jr.
7098,Elisabeth Elliot
7099,Apostolate of the Divine Heart
7100,Robert Graves
7101,Kim Harrison
7102,Nora Roberts
7103,Addison Moore
7104,Maud Hart Lovelace
7105,Stephen Greenblatt
7106,Clive Barker
7107,Cathy Cassidy
7108,Emily M. Danforth
7109,Martin E.P. Seligman
7110,Jerry Bridges
7111,Jaime Buckley
7112,John Steakley
7113,Harlan Coben
7114,Kevin Klix
7115,Charlotte Brentwood
7116,Kathy Miner
7117,Teresa Roblin
7118,Melinda Haynes
7119,Frank Herbert
7120,Ashley Winters
7121,Ashley Winters
7122,Sammy Hahn
7123,Joyce Carol Oates
7124,Barbara Vine
7125,Charline Spektor
7126,Robert Jordan
7127,Clarissa Goenawan
7128,Taran Matharu
7129,LaurenÈ›iu M. Badea
7130,Jennifer Niven
7131,Naomi Klein
7132,Allen Drury
7133,James  Islington
7134,Lee Child
7135,Brian O'Hare
7136,Jesmyn Ward
7137,Isaac Asimov
7138,Alan Hollinghurst
7139,Carl Novakovich
7140,rosamund-stone-zander
7141,Brendon Burchard
7142,Henning Mankell
7143,Jason Fried
7144,Clayton M. Christensen
7145,Matthew Reilly
7146,Dale A. Jenkins
7147,Beth Powning
7148,Ø¹Ù„Ø§Ø¡ Ø§Ù„Ø£Ø³ÙˆØ§Ù†ÙŠ
7149,Duane Simolke
7150,Ellen Hopkins
7151,Sonia Levitin
7152,P.C. Cast
7153,Allen Ginsberg
7154,Katherine Howe
7155,John Piper
7156,Wolfgang Hohlbein
